id,timestamp,datetime,hour,minute,day_of_week,is_weekend,time_period,bytes_rx,bytes_tx,bytes_total,mb_used,cumulative_mb_today,network_type,screen_on,battery_level
398,1776402000000,2026-04-17T13:00:00,13,12,5,0,Afternoon,41396704,11353169,52749873,50.3062,513.1113,CELLULAR,0.463,44.2
399,1776405600000,2026-04-17T14:00:00,14,2,5,0,Afternoon,34412057,6925115,41337172,39.4222,552.5335,CELLULAR,0.406,34.6
400,1776409200000,2026-04-17T15:00:00,15,15,5,0,Afternoon,50017553,9968753,59986306,57.2074,609.7409,CELLULAR,0.504,26.3
401,1776412800000,2026-04-17T16:00:00,16,26,5,0,Afternoon,39992604,5551665,45544269,43.4344,653.1753,CELLULAR,0.351,19.0
402,1776416400000,2026-04-17T17:00:00,17,27,5,0,Afternoon,19364216,4213225,23577441,22.4852,675.6605,CELLULAR,0.217,14.0
403,1776420000000,2026-04-17T18:00:00,18,13,5,0,Evening,120905462,33228289,154133751,146.9934,822.6539,CELLULAR,0.862,3.0
404,1776423600000,2026-04-17T19:00:00,19,7,5,0,Evening,106012507,33686442,139698949,133.2273,955.8812,CELLULAR,0.686,3.0
405,1776427200000,2026-04-17T20:00:00,20,17,5,0,Evening,118590346,19336405,137926751,131.5372,1087.4184,CELLULAR,0.697,3.0
406,1776430800000,2026-04-17T21:00:00,21,26,5,0,Evening,167971146,43576755,211547901,201.7478,1289.1662,CELLULAR,0.818,3.0
407,1776434400000,2026-04-17T22:00:00,22,23,5,0,Evening,176683116,35205677,211888793,202.0729,1491.2391,CELLULAR,0.563,23.5
408,1776438000000,2026-04-17T23:00:00,23,29,5,0,Evening,70616499,17301041,87917540,83.8447,1575.0838,CELLULAR,0.643,43.8
409,1776441600000,2026-04-18T00:00:00,0,36,6,1,Night,23475591,7162960,30638551,29.2192,29.2192,CELLULAR,0.197,99.0
410,1776445200000,2026-04-18T01:00:00,1,26,6,1,Night,20571748,6549250,27120998,25.8646,55.0838,CELLULAR,0.167,100.0
411,1776448800000,2026-04-18T02:00:00,2,48,6,1,Night,31143164,8545542,39688706,37.8501,92.9339,CELLULAR,0.08,100.0
412,1776452400000,2026-04-18T03:00:00,3,27,6,1,Night,55353116,18281665,73634781,70.2236,163.1575,CELLULAR,0.138,100.0
413,1776456000000,2026-04-18T04:00:00,4,36,6,1,Night,52760871,16371010,69131881,65.9293,229.0868,CELLULAR,0.151,100.0
414,1776459600000,2026-04-18T05:00:00,5,44,6,1,Night,48220381,5981246,54201627,51.6907,280.7775,CELLULAR,0.202,100.0
415,1776463200000,2026-04-18T06:00:00,6,50,6,1,Morning,55634569,14315726,69950295,66.7098,347.4873,CELLULAR,0.359,100.0
416,1776466800000,2026-04-18T07:00:00,7,56,6,1,Morning,65993996,12900442,78894438,75.2396,422.7269,CELLULAR,0.427,93.1
417,1776470400000,2026-04-18T08:00:00,8,18,6,1,Morning,44662582,6437567,51100149,48.7329,471.4598,CELLULAR,0.299,88.1
418,1776474000000,2026-04-18T09:00:00,9,59,6,1,Morning,81263187,13824725,95087912,90.6829,562.1427,CELLULAR,0.558,76.4
419,1776477600000,2026-04-18T10:00:00,10,36,6,1,Morning,97518221,23882447,121400668,115.7767,677.9194,CELLULAR,0.555,65.7
420,1776481200000,2026-04-18T11:00:00,11,15,6,1,Morning,99241375,21260874,120502249,114.9199,792.8393,CELLULAR,0.572,57.0
421,1776484800000,2026-04-18T12:00:00,12,30,6,1,Afternoon,84799484,15316455,100115939,95.478,888.3173,CELLULAR,0.555,49.6
422,1776488400000,2026-04-18T13:00:00,13,31,6,1,Afternoon,90678404,18748156,109426560,104.3573,992.6746,CELLULAR,0.641,37.5
423,1776492000000,2026-04-18T14:00:00,14,31,6,1,Afternoon,75475633,21232644,96708277,92.2282,1084.9028,CELLULAR,0.466,28.9
424,1776495600000,2026-04-18T15:00:00,15,8,6,1,Afternoon,64394544,10066200,74460744,71.0113,1155.9141,CELLULAR,0.469,20.0
425,1776499200000,2026-04-18T16:00:00,16,23,6,1,Afternoon,56390218,17068507,73458725,70.0557,1225.9698,CELLULAR,0.476,11.3
426,1776502800000,2026-04-18T17:00:00,17,39,6,1,Afternoon,74683073,12099803,86782876,82.7626,1308.7324,CELLULAR,0.707,3.0
427,1776506400000,2026-04-18T18:00:00,18,12,6,1,Evening,207221471,57096541,264318012,252.0733,1560.8057,CELLULAR,0.792,3.0
428,1776510000000,2026-04-18T19:00:00,19,30,6,1,Evening,197759848,47304316,245064164,233.7114,1794.5171,CELLULAR,0.839,3.0
429,1776513600000,2026-04-18T20:00:00,20,53,6,1,Evening,206691615,23922648,230614263,219.9309,2014.448,CELLULAR,0.877,3.0
430,1776517200000,2026-04-18T21:00:00,21,8,6,1,Evening,165409936,31633642,197043578,187.9154,2202.3634,CELLULAR,0.658,3.0
431,1776520800000,2026-04-18T22:00:00,22,20,6,1,Evening,133265985,17530253,150796238,143.8105,2346.1739,CELLULAR,0.762,26.5
432,1776524400000,2026-04-18T23:00:00,23,50,6,1,Evening,101904125,29005450,130909575,124.8451,2471.019,CELLULAR,0.815,43.5
433,1776528000000,2026-04-19T00:00:00,0,32,7,1,Night,45084697,5020982,50105679,47.7845,47.7845,CELLULAR,0.182,95.0
434,1776531600000,2026-04-19T01:00:00,1,5,7,1,Night,41408401,5140194,46548595,44.3922,92.1767,CELLULAR,0.125,100.0
435,1776535200000,2026-04-19T02:00:00,2,24,7,1,Night,34389963,4040766,38430729,36.6504,128.8271,CELLULAR,0.122,100.0
436,1776538800000,2026-04-19T03:00:00,3,57,7,1,Night,55560021,9317578,64877599,61.8721,190.6992,CELLULAR,0.186,100.0
437,1776542400000,2026-04-19T04:00:00,4,30,7,1,Night,43113243,9858719,52971962,50.518,241.2172,CELLULAR,0.158,100.0
438,1776546000000,2026-04-19T05:00:00,5,46,7,1,Night,41360262,12353672,53713934,51.2256,292.4428,CELLULAR,0.236,100.0
439,1776549600000,2026-04-19T06:00:00,6,16,7,1,Morning,58654078,14403672,73057750,69.6733,362.1161,CELLULAR,0.45,100.0
440,1776553200000,2026-04-19T07:00:00,7,19,7,1,Morning,67522600,21841241,89363841,85.224,447.3401,CELLULAR,0.531,92.2
441,1776556800000,2026-04-19T08:00:00,8,22,7,1,Morning,74616614,22629058,97245672,92.7407,540.0808,CELLULAR,0.632,80.9
442,1776560400000,2026-04-19T09:00:00,9,29,7,1,Morning,57830823,18105373,75936196,72.4184,612.4992,CELLULAR,0.405,75.5
443,1776564000000,2026-04-19T10:00:00,10,54,7,1,Morning,87425309,21264626,108689935,103.6548,716.154,CELLULAR,0.643,63.3
444,1776567600000,2026-04-19T11:00:00,11,23,7,1,Morning,55140892,10615518,65756410,62.7102,778.8642,CELLULAR,0.398,57.2
445,1776571200000,2026-04-19T12:00:00,12,31,7,1,Afternoon,75536038,12049313,87585351,83.5279,862.3921,CELLULAR,0.44,50.8
446,1776574800000,2026-04-19T13:00:00,13,57,7,1,Afternoon,58477889,12564603,71042492,67.7514,930.1435,CELLULAR,0.583,41.2
447,1776578400000,2026-04-19T14:00:00,14,56,7,1,Afternoon,92678550,18538034,111216584,106.0644,1036.2079,CELLULAR,0.592,31.2
448,1776582000000,2026-04-19T15:00:00,15,32,7,1,Afternoon,77892913,23990715,101883628,97.1638,1133.3717,CELLULAR,0.48,21.8
449,1776585600000,2026-04-19T16:00:00,16,19,7,1,Afternoon,101882158,26289375,128171533,122.2339,1255.6056,CELLULAR,0.621,12.0
450,1776589200000,2026-04-19T17:00:00,17,19,7,1,Afternoon,109390812,18543534,127934346,122.0077,1377.6133,CELLULAR,0.63,3.9
451,1776592800000,2026-04-19T18:00:00,18,14,7,1,Evening,151592091,48642094,200234185,190.9582,1568.5715,CELLULAR,0.975,3.0
452,1776596400000,2026-04-19T19:00:00,19,36,7,1,Evening,181149747,24810187,205959934,196.4187,1764.9902,CELLULAR,0.6,3.0
453,1776600000000,2026-04-19T20:00:00,20,28,7,1,Evening,214681580,56304746,270986326,258.4327,2023.4229,CELLULAR,0.864,3.0
454,1776603600000,2026-04-19T21:00:00,21,12,7,1,Evening,187690068,24080131,211770199,201.9598,2225.3827,CELLULAR,0.741,3.0
455,1776607200000,2026-04-19T22:00:00,22,27,7,1,Evening,212851553,36294928,249146481,237.6046,2462.9873,CELLULAR,0.95,18.9
456,1776610800000,2026-04-19T23:00:00,23,23,7,1,Evening,101819733,24124415,125944148,120.1097,2583.097,CELLULAR,0.702,43.5
457,1776614400000,2026-04-20T00:00:00,0,49,1,0,Night,11450974,2458281,13909255,13.2649,13.2649,CELLULAR,0.037,98.0
458,1776618000000,2026-04-20T01:00:00,1,6,1,0,Night,3514399,822511,4336910,4.136,17.4009,CELLULAR,0.068,100.0
459,1776621600000,2026-04-20T02:00:00,2,15,1,0,Night,14677617,2868624,17546241,16.7334,34.1343,CELLULAR,0.087,100.0
460,1776625200000,2026-04-20T03:00:00,3,21,1,0,Night,7681212,1176528,8857740,8.4474,42.5817,CELLULAR,0.038,100.0
461,1776628800000,2026-04-20T04:00:00,4,57,1,0,Night,8908156,2424014,11332170,10.8072,53.3889,CELLULAR,0.056,100.0
462,1776632400000,2026-04-20T05:00:00,5,39,1,0,Night,6609694,1172941,7782635,7.4221,60.811,CELLULAR,0.015,100.0
463,1776636000000,2026-04-20T06:00:00,6,32,1,0,Morning,24814317,6106826,30921143,29.4887,90.2997,CELLULAR,0.324,100.0
464,1776639600000,2026-04-20T07:00:00,7,46,1,0,Morning,47674436,15231630,62906066,59.9919,150.2916,CELLULAR,0.529,93.1
465,1776643200000,2026-04-20T08:00:00,8,7,1,0,Morning,18739615,5861655,24601270,23.4616,173.7532,CELLULAR,0.313,85.8
466,1776646800000,2026-04-20T09:00:00,9,36,1,0,Morning,53210317,15010142,68220459,65.0601,238.8133,CELLULAR,0.485,78.1
467,1776650400000,2026-04-20T10:00:00,10,46,1,0,Morning,73648097,11150244,84798341,80.87,319.6833,CELLULAR,0.579,70.8
468,1776654000000,2026-04-20T11:00:00,11,30,1,0,Morning,33449737,8199492,41649229,39.7198,359.4031,CELLULAR,0.415,64.3
469,1776657600000,2026-04-20T12:00:00,12,49,1,0,Afternoon,48534243,10464305,58998548,56.2654,415.6685,CELLULAR,0.469,55.9
470,1776661200000,2026-04-20T13:00:00,13,16,1,0,Afternoon,25101927,3895079,28997006,27.6537,443.3222,CELLULAR,0.327,50.6
471,1776664800000,2026-04-20T14:00:00,14,40,1,0,Afternoon,31912225,6865164,38777389,36.981,480.3032,CELLULAR,0.319,43.8
472,1776668400000,2026-04-20T15:00:00,15,4,1,0,Afternoon,33916080,10560948,44477028,42.4166,522.7198,CELLULAR,0.349,35.2
473,1776672000000,2026-04-20T16:00:00,16,43,1,0,Afternoon,43907668,10749880,54657548,52.1255,574.8453,CELLULAR,0.489,27.7
474,1776675600000,2026-04-20T17:00:00,17,58,1,0,Afternoon,40855480,7414457,48269937,46.0338,620.8791,CELLULAR,0.326,19.5
475,1776679200000,2026-04-20T18:00:00,18,50,1,0,Evening,116168757,36646305,152815062,145.7358,766.6149,CELLULAR,0.677,6.8
476,1776682800000,2026-04-20T19:00:00,19,51,1,0,Evening,201800974,39797542,241598516,230.4063,997.0212,CELLULAR,0.884,3.0
477,1776686400000,2026-04-20T20:00:00,20,40,1,0,Evening,172712454,56364177,229076631,218.4645,1215.4857,CELLULAR,0.604,3.0
478,1776690000000,2026-04-20T21:00:00,21,53,1,0,Evening,119747980,36941675,156689655,149.4309,1364.9166,CELLULAR,0.803,3.0
479,1776693600000,2026-04-20T22:00:00,22,39,1,0,Evening,154835327,19090086,173925413,165.8682,1530.7848,CELLULAR,0.501,24.2
480,1776697200000,2026-04-20T23:00:00,23,56,1,0,Evening,74539210,16537584,91076794,86.8576,1617.6424,CELLULAR,0.753,49.0
481,1776700800000,2026-04-21T00:00:00,0,30,2,0,Night,2019547,580921,2600468,2.48,2.48,CELLULAR,0.051,97.0
482,1776704400000,2026-04-21T01:00:00,1,26,2,0,Night,1268598,170153,1438751,1.3721,3.8521,CELLULAR,0.043,100.0
483,1776708000000,2026-04-21T02:00:00,2,41,2,0,Night,0,0,0,0.0,3.8521,CELLULAR,0.056,100.0
484,1776711600000,2026-04-21T03:00:00,3,54,2,0,Night,0,0,0,0.0,3.8521,CELLULAR,0.093,100.0
485,1776715200000,2026-04-21T04:00:00,4,22,2,0,Night,4206893,781602,4988495,4.7574,8.6095,CELLULAR,0.082,100.0
486,1776718800000,2026-04-21T05:00:00,5,26,2,0,Night,976894,276573,1253467,1.1954,9.8049,CELLULAR,0.016,100.0
487,1776722400000,2026-04-21T06:00:00,6,52,2,0,Morning,48960169,12300157,61260326,58.4224,68.2273,CELLULAR,0.485,100.0
488,1776726000000,2026-04-21T07:00:00,7,3,2,0,Morning,26933467,6898208,33831675,32.2644,100.4917,CELLULAR,0.315,93.2
489,1776729600000,2026-04-21T08:00:00,8,4,2,0,Morning,66715100,18751603,85466703,81.5074,181.9991,CELLULAR,0.591,84.9
490,1776733200000,2026-04-21T09:00:00,9,48,2,0,Morning,10766511,2899475,13665986,13.0329,195.032,CELLULAR,0.226,79.9
491,1776736800000,2026-04-21T10:00:00,10,15,2,0,Morning,42603455,8473730,51077185,48.711,243.743,CELLULAR,0.443,73.0
492,1776740400000,2026-04-21T11:00:00,11,7,2,0,Morning,19505227,5400445,24905672,23.7519,267.4949,CELLULAR,0.257,68.0
493,1776744000000,2026-04-21T12:00:00,12,34,2,0,Afternoon,21547872,5757256,27305128,26.0402,293.5351,CELLULAR,0.34,62.6
494,1776747600000,2026-04-21T13:00:00,13,21,2,0,Afternoon,57915020,10912355,68827375,65.6389,359.174,CELLULAR,0.575,52.1
495,1776751200000,2026-04-21T14:00:00,14,50,2,0,Afternoon,43978253,7954885,51933138,49.5273,408.7013,CELLULAR,0.322,45.5
496,1776754800000,2026-04-21T15:00:00,15,48,2,0,Afternoon,41478560,11639364,53117924,50.6572,459.3585,CELLULAR,0.316,38.4
497,1776758400000,2026-04-21T16:00:00,16,36,2,0,Afternoon,61974913,17838812,79813725,76.1163,535.4748,CELLULAR,0.582,28.1
498,1776762000000,2026-04-21T17:00:00,17,42,2,0,Afternoon,31040272,6397666,37437938,35.7036,571.1784,CELLULAR,0.348,22.0
499,1776765600000,2026-04-21T18:00:00,18,53,2,0,Evening,179313554,28184746,207498300,197.8858,769.0642,CELLULAR,0.544,12.6
500,1776769200000,2026-04-21T19:00:00,19,13,2,0,Evening,178883151,24398406,203281557,193.8644,962.9286,CELLULAR,0.624,3.0
501,1776772800000,2026-04-21T20:00:00,20,46,2,0,Evening,178206041,27538830,205744871,196.2136,1159.1422,CELLULAR,0.695,3.0
502,1776776400000,2026-04-21T21:00:00,21,43,2,0,Evening,140215962,17243557,157459519,150.1651,1309.3073,CELLULAR,0.78,3.0
503,1776780000000,2026-04-21T22:00:00,22,59,2,0,Evening,160930229,39637823,200568052,191.2766,1500.5839,CELLULAR,0.596,26.2
504,1776783600000,2026-04-21T23:00:00,23,21,2,0,Evening,71344398,19719604,91064002,86.8454,1587.4293,CELLULAR,0.753,51.0
505,1776787200000,2026-04-22T00:00:00,0,51,3,0,Night,16029876,2404194,18434070,17.5801,17.5801,CELLULAR,0.058,95.0
506,1776790800000,2026-04-22T01:00:00,1,50,3,0,Night,21629089,4817990,26447079,25.2219,42.802,CELLULAR,0.086,100.0
507,1776794400000,2026-04-22T02:00:00,2,49,3,0,Night,0,0,0,0.0,42.802,CELLULAR,0.067,100.0
508,1776798000000,2026-04-22T03:00:00,3,50,3,0,Night,19192259,4091371,23283630,22.205,65.007,CELLULAR,0.065,100.0
509,1776801600000,2026-04-22T04:00:00,4,30,3,0,Night,8857682,1159469,10017151,9.5531,74.5601,CELLULAR,0.069,100.0
510,1776805200000,2026-04-22T05:00:00,5,48,3,0,Night,1988891,288930,2277821,2.1723,76.7324,CELLULAR,0.042,100.0
511,1776808800000,2026-04-22T06:00:00,6,27,3,0,Morning,28311552,8223457,36535009,34.8425,111.5749,CELLULAR,0.246,100.0
512,1776812400000,2026-04-22T07:00:00,7,9,3,0,Morning,21325293,6285181,27610474,26.3314,137.9063,CELLULAR,0.284,94.6
513,1776816000000,2026-04-22T08:00:00,8,9,3,0,Morning,37512170,11722352,49234522,46.9537,184.86,CELLULAR,0.509,84.9
514,1776819600000,2026-04-22T09:00:00,9,20,3,0,Morning,63041535,12197253,75238788,71.7533,256.6133,CELLULAR,0.538,76.5
515,1776823200000,2026-04-22T10:00:00,10,17,3,0,Morning,38444897,8982405,47427302,45.2302,301.8435,CELLULAR,0.4,67.2
516,1776826800000,2026-04-22T11:00:00,11,10,3,0,Morning,25585381,5730236,31315617,29.8649,331.7084,CELLULAR,0.353,60.3
517,1776830400000,2026-04-22T12:00:00,12,0,3,0,Afternoon,44999745,8532576,53532321,51.0524,382.7608,CELLULAR,0.327,53.3
518,1776834000000,2026-04-22T13:00:00,13,18,3,0,Afternoon,28578315,4469864,33048179,31.5172,414.278,CELLULAR,0.204,49.3
519,1776837600000,2026-04-22T14:00:00,14,42,3,0,Afternoon,40687045,6240715,46927760,44.7538,459.0318,CELLULAR,0.496,41.5
520,1776841200000,2026-04-22T15:00:00,15,24,3,0,Afternoon,47897113,9526473,57423586,54.7634,513.7952,CELLULAR,0.443,33.1
521,1776844800000,2026-04-22T16:00:00,16,0,3,0,Afternoon,35305108,4120301,39425409,37.599,551.3942,CELLULAR,0.244,27.8
522,1776848400000,2026-04-22T17:00:00,17,19,3,0,Afternoon,61188039,11512880,72700919,69.333,620.7272,CELLULAR,0.529,16.2
523,1776852000000,2026-04-22T18:00:00,18,30,3,0,Evening,179592647,31187486,210780133,201.0156,821.7428,CELLULAR,0.668,3.1
524,1776855600000,2026-04-22T19:00:00,19,54,3,0,Evening,133547664,34785169,168332833,160.5347,982.2775,CELLULAR,0.511,3.0
525,1776859200000,2026-04-22T20:00:00,20,55,3,0,Evening,139321563,28569610,167891173,160.1135,1142.391,CELLULAR,0.66,3.0
526,1776862800000,2026-04-22T21:00:00,21,14,3,0,Evening,227916987,31406658,259323645,247.3103,1389.7013,CELLULAR,0.862,3.0
527,1776866400000,2026-04-22T22:00:00,22,5,3,0,Evening,189533406,22984532,212517938,202.6729,1592.3742,CELLULAR,0.83,25.5
528,1776870000000,2026-04-22T23:00:00,23,12,3,0,Evening,67002556,17753527,84756083,80.8297,1673.2039,CELLULAR,0.617,44.7
529,1776873600000,2026-04-23T00:00:00,0,30,4,0,Night,15609034,2496413,18105447,17.2667,17.2667,CELLULAR,0.062,100.0
530,1776877200000,2026-04-23T01:00:00,1,34,4,0,Night,6942797,1003102,7945899,7.5778,24.8445,CELLULAR,0.098,100.0
531,1776880800000,2026-04-23T02:00:00,2,41,4,0,Night,0,0,0,0.0,24.8445,CELLULAR,0.099,100.0
532,1776884400000,2026-04-23T03:00:00,3,27,4,0,Night,14880688,1996562,16877250,16.0954,40.9399,CELLULAR,0.065,100.0
533,1776888000000,2026-04-23T04:00:00,4,27,4,0,Night,10766942,1472561,12239503,11.6725,52.6124,CELLULAR,0.089,100.0
534,1776891600000,2026-04-23T05:00:00,5,39,4,0,Night,15709803,3609056,19318859,18.4239,71.0363,CELLULAR,0.09,100.0
535,1776895200000,2026-04-23T06:00:00,6,49,4,0,Morning,30462743,4906040,35368783,33.7303,104.7666,CELLULAR,0.344,100.0
536,1776898800000,2026-04-23T07:00:00,7,56,4,0,Morning,20240974,5952139,26193113,24.9797,129.7463,CELLULAR,0.289,92.5
537,1776902400000,2026-04-23T08:00:00,8,58,4,0,Morning,22630879,4341851,26972730,25.7232,155.4695,CELLULAR,0.323,84.6
538,1776906000000,2026-04-23T09:00:00,9,13,4,0,Morning,42165057,5324530,47489587,45.2896,200.7591,CELLULAR,0.462,77.3
539,1776909600000,2026-04-23T10:00:00,10,57,4,0,Morning,46534617,5479471,52014088,49.6045,250.3636,CELLULAR,0.45,67.4
540,1776913200000,2026-04-23T11:00:00,11,20,4,0,Morning,27349443,5389406,32738849,31.2222,281.5858,CELLULAR,0.318,60.0
541,1776916800000,2026-04-23T12:00:00,12,50,4,0,Afternoon,27571295,4225304,31796599,30.3236,311.9094,CELLULAR,0.274,53.7
542,1776920400000,2026-04-23T13:00:00,13,47,4,0,Afternoon,36278903,11927386,48206289,45.9731,357.8825,CELLULAR,0.404,44.9
543,1776924000000,2026-04-23T14:00:00,14,51,4,0,Afternoon,39831047,9463978,49295025,47.0114,404.8939,CELLULAR,0.401,38.0
544,1776927600000,2026-04-23T15:00:00,15,59,4,0,Afternoon,36892124,6425074,43317198,41.3105,446.2044,CELLULAR,0.363,31.2
545,1776931200000,2026-04-23T16:00:00,16,47,4,0,Afternoon,24600863,7545331,32146194,30.657,476.8614,CELLULAR,0.293,25.3
546,1776934800000,2026-04-23T17:00:00,17,43,4,0,Afternoon,39921245,9966960,49888205,47.5771,524.4385,CELLULAR,0.327,18.6
547,1776938400000,2026-04-23T18:00:00,18,31,4,0,Evening,120025569,31989954,152015523,144.9733,669.4118,CELLULAR,0.503,11.5
548,1776942000000,2026-04-23T19:00:00,19,40,4,0,Evening,179732671,35256656,214989327,205.0298,874.4416,CELLULAR,0.85,3.0
549,1776945600000,2026-04-23T20:00:00,20,10,4,0,Evening,133863168,15593515,149456683,142.533,1016.9746,CELLULAR,0.511,3.0
550,1776949200000,2026-04-23T21:00:00,21,2,4,0,Evening,135303269,29622636,164925905,157.2856,1174.2602,CELLULAR,0.69,3.0
551,1776952800000,2026-04-23T22:00:00,22,34,4,0,Evening,220701465,30668940,251370405,239.7255,1413.9857,CELLULAR,0.818,25.6
552,1776956400000,2026-04-23T23:00:00,23,57,4,0,Evening,88541677,15271541,103813218,99.004,1512.9897,CELLULAR,0.878,45.0
553,1776960000000,2026-04-24T00:00:00,0,49,5,0,Night,0,0,0,0.0,0.0,CELLULAR,0.03,100.0
554,1776963600000,2026-04-24T01:00:00,1,8,5,0,Night,0,0,0,0.0,0.0,CELLULAR,0.023,100.0
555,1776967200000,2026-04-24T02:00:00,2,16,5,0,Night,1259522,399639,1659161,1.5823,1.5823,CELLULAR,0.071,100.0
556,1776970800000,2026-04-24T03:00:00,3,3,5,0,Night,18992654,5104356,24097010,22.9807,24.563,CELLULAR,0.075,100.0
557,1776974400000,2026-04-24T04:00:00,4,2,5,0,Night,4772915,1489495,6262410,5.9723,30.5353,CELLULAR,0.069,100.0
558,1776978000000,2026-04-24T05:00:00,5,0,5,0,Night,0,0,0,0.0,30.5353,CELLULAR,0.043,100.0
559,1776981600000,2026-04-24T06:00:00,6,29,5,0,Morning,58932336,10920965,69853301,66.6173,97.1526,CELLULAR,0.592,100.0
560,1776985200000,2026-04-24T07:00:00,7,24,5,0,Morning,18651666,3805581,22457247,21.4169,118.5695,CELLULAR,0.247,93.1
561,1776988800000,2026-04-24T08:00:00,8,17,5,0,Morning,50484888,6969422,57454310,54.7927,173.3622,CELLULAR,0.465,84.1
562,1776992400000,2026-04-24T09:00:00,9,50,5,0,Morning,57539711,9823642,67363353,64.2427,237.6049,CELLULAR,0.437,77.8
563,1776996000000,2026-04-24T10:00:00,10,59,5,0,Morning,49277118,9377182,58654300,55.9371,293.542,CELLULAR,0.524,69.3
564,1776999600000,2026-04-24T11:00:00,11,56,5,0,Morning,55236883,7666037,62902920,59.9889,353.5309,CELLULAR,0.581,60.8
565,1777003200000,2026-04-24T12:00:00,12,22,5,0,Afternoon,37180051,12294910,49474961,47.183,400.7139,CELLULAR,0.358,53.6
566,1777006800000,2026-04-24T13:00:00,13,16,5,0,Afternoon,58931258,18921105,77852363,74.2458,474.9597,CELLULAR,0.569,44.9
567,1777010400000,2026-04-24T14:00:00,14,2,5,0,Afternoon,51178848,10529535,61708383,58.8497,533.8094,CELLULAR,0.445,36.0
568,1777014000000,2026-04-24T15:00:00,15,41,5,0,Afternoon,43816314,7197747,51014061,48.6508,582.4602,CELLULAR,0.29,29.8
569,1777017600000,2026-04-24T16:00:00,16,40,5,0,Afternoon,36952859,4651805,41604664,39.6773,622.1375,CELLULAR,0.406,20.4
570,1777021200000,2026-04-24T17:00:00,17,41,5,0,Afternoon,45032086,14842442,59874528,57.1008,679.2383,CELLULAR,0.41,12.7
571,1777024800000,2026-04-24T18:00:00,18,54,5,0,Evening,213486857,54032563,267519420,255.1264,934.3647,CELLULAR,0.861,3.0
572,1777028400000,2026-04-24T19:00:00,19,0,5,0,Evening,187259053,42501459,229760512,219.1167,1153.4814,CELLULAR,0.584,3.0
573,1777032000000,2026-04-24T20:00:00,20,0,5,0,Evening,226043620,29664744,255708364,243.8625,1397.3439,CELLULAR,0.796,3.0
574,1777035600000,2026-04-24T21:00:00,21,11,5,0,Evening,131445574,42059046,173504620,165.4669,1562.8108,CELLULAR,0.5,3.0
575,1777039200000,2026-04-24T22:00:00,22,48,5,0,Evening,150831673,26284452,177116125,168.9111,1731.7219,CELLULAR,0.548,24.3
576,1777042800000,2026-04-24T23:00:00,23,40,5,0,Evening,83563990,23147806,106711796,101.7683,1833.4902,CELLULAR,0.89,48.0
577,1777046400000,2026-04-25T00:00:00,0,38,6,1,Night,29497163,7140397,36637560,34.9403,34.9403,CELLULAR,0.179,99.0
578,1777050000000,2026-04-25T01:00:00,1,26,6,1,Night,31766314,9963026,41729340,39.7962,74.7365,CELLULAR,0.135,100.0
579,1777053600000,2026-04-25T02:00:00,2,41,6,1,Night,51784529,6114062,57898591,55.2164,129.9529,CELLULAR,0.187,100.0
580,1777057200000,2026-04-25T03:00:00,3,7,6,1,Night,54722592,6537210,61259802,58.4219,188.3748,CELLULAR,0.185,100.0
581,1777060800000,2026-04-25T04:00:00,4,45,6,1,Night,50584060,14797694,65381754,62.3529,250.7277,CELLULAR,0.215,100.0
582,1777064400000,2026-04-25T05:00:00,5,27,6,1,Night,52819777,9077035,61896812,59.0294,309.7571,CELLULAR,0.192,100.0
583,1777068000000,2026-04-25T06:00:00,6,59,6,1,Morning,52806794,6057850,58864644,56.1377,365.8948,CELLULAR,0.374,100.0
584,1777071600000,2026-04-25T07:00:00,7,23,6,1,Morning,98201104,21975876,120176980,114.6097,480.5045,CELLULAR,0.635,89.5
585,1777075200000,2026-04-25T08:00:00,8,5,6,1,Morning,56802482,17171409,73973891,70.547,551.0515,CELLULAR,0.337,82.2
586,1777078800000,2026-04-25T09:00:00,9,48,6,1,Morning,80923427,15682194,96605621,92.1303,643.1818,CELLULAR,0.547,72.9
587,1777082400000,2026-04-25T10:00:00,10,14,6,1,Morning,37481015,6682908,44163923,42.118,685.2998,CELLULAR,0.316,65.8
588,1777086000000,2026-04-25T11:00:00,11,11,6,1,Morning,66017577,15481734,81499311,77.7238,763.0236,CELLULAR,0.434,59.5
589,1777089600000,2026-04-25T12:00:00,12,58,6,1,Afternoon,78712845,8918119,87630964,83.5714,846.595,CELLULAR,0.651,46.0
590,1777093200000,2026-04-25T13:00:00,13,48,6,1,Afternoon,84678052,22324515,107002567,102.0456,948.6406,CELLULAR,0.669,33.0
591,1777096800000,2026-04-25T14:00:00,14,34,6,1,Afternoon,107953602,31212356,139165958,132.719,1081.3596,CELLULAR,0.738,19.1
592,1777100400000,2026-04-25T15:00:00,15,42,6,1,Afternoon,81269990,16622234,97892224,93.3573,1174.7169,CELLULAR,0.597,8.9
593,1777104000000,2026-04-25T16:00:00,16,45,6,1,Afternoon,62481520,15185665,77667185,74.0692,1248.7861,CELLULAR,0.484,3.0
594,1777107600000,2026-04-25T17:00:00,17,42,6,1,Afternoon,77019697,23561600,100581297,95.9218,1344.7079,CELLULAR,0.514,3.0
595,1777111200000,2026-04-25T18:00:00,18,33,6,1,Evening,216752462,66154076,282906538,269.8007,1614.5086,CELLULAR,0.983,3.0
